invoice_key,item_number,cProd,description,barcode,ncm,cest,cfop,quantity,unit_value,total_value,reason,suggestions
29250807397758000154550010000681841767795834,30,1014702301060,Renovador de Lençóis Acqua Aroma Dia a Dia 200ml Bambu Chinês,7898485944161,33019030,2000600,6101,12.0,25.0,300.0,No match found,"21235 | TABUA EM MARMORE E MADEIRA | 0.44
21236 | TABUA EM MARMORE E MADEIRA | 0.44
21030 | APARADORES DE LIVROS BALEIA EM POLIRRESINA | 0.42
12419 | APARADORES DE LIVROS EM POLIRRESINA | 0.37
12422 | APARADORES DE LIVROS EM POLIRRESINA | 0.37"
29250807397758000154550010000681841767795834,31,1014702301017,Renovador de Lençóis Acqua Aroma Dia a Dia 200ml Lavanda,7898485941351,33019030,2000600,6101,6.0,25.0,150.0,No match found,"21030 | APARADORES DE LIVROS BALEIA EM POLIRRESINA | 0.42
21235 | TABUA EM MARMORE E MADEIRA | 0.42
21236 | TABUA EM MARMORE E MADEIRA | 0.42
17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.37
17679 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.37"
29250807397758000154550010000681841767795834,32,M0794,Sachê Creme Hidrante Acqua Aroma 5g OE Lavanda - Amostra Grátis,,33049910,2001400,6911,20.0,0.35,7.0,No match found,"17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.39
17679 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.39
16569 G | ESCULTURA ELEFANTE EM CERAMICA | 0.38
16569 M | ESCULTURA ELEFANTE EM CERAMICA | 0.38
16569 P | ESCULTURA ELEFANTE EM CERAMICA | 0.38"
